0, 7
1, 7
2, 7
3, 7
4, 7
5, 7
6, 7
7, 7
8, 7
9, 7
10, 7
11, 7
12, 7
13, 7
14, 7
15, 7
16, 7
17, 7
18, 7
19, 7
20, 7
21, 7
22, 7
23, 7
24, 7
25, 7
26, 7
27, 7
28, 7
29, 7
30, 7
31, 7
32, 7
33, 7
34, 7
35, 7
36, 7
37, 7
38, 7
39, 7
40, 7
41, 7
42, 7
43, 7
44, 7
45, 7
46, 7
47, 7
48, 7
49, 7
50, 7
51, 7
52, 7
53, 7
54, 7
55, 7
56, 7
57, 7
58, 7
59, 7
60, 7
61, 7
62, 7
63, 7
64, 7
65, 7
66, 7
67, 7
68, 7
69, 7
70, 7
71, 7
72, 7
73, 7
74, 7
75, 7
76, 7
77, 7
78, 7
79, 7
80, 7
81, 7
82, 7
83, 7
84, 7
85, 7
86, 7
87, 7
88, 7
89, 7
90, 7
91, 7
92, 7
93, 7
94, 7
95, 7
96, 7
97, 7
98, 7
99, 7
100, 7
101, 7
102, 7
103, 7
104, 7
105, 7
106, 7
107, 7
108, 7
109, 7
110, 7
111, 7
112, 7
113, 7
114, 7
115, 7
116, 7
117, 7
118, 7
119, 7
120, 7
121, 7
122, 7
123, 7
124, 7
125, 7
126, 7
127, 7
128, 7
129, 7
130, 7
131, 7
132, 7
133, 7
134, 7
135, 7
136, 3
137, 3
138, 3
139, 3
140, 3
141, 3
142, 3
143, 3
144, 3
145, 3
146, 3
147, 3
148, 3
149, 3
150, 3
151, 3
152, 3
153, 3
154, 3
155, 3
156, 3
157, 3
158, 3
159, 3
160, 3
161, 3
162, 3
163, 3
164, 3
165, 3
166, 3
167, 3
168, 3
169, 3
170, 3
171, 3
172, 3
173, 3
174, 3
175, 3
176, 3
177, 3
178, 3
179, 3
180, 3
181, 3
182, 3
183, 3
184, 3
185, 3
186, 3
187, 3
188, 3
189, 3
190, 3
191, 3
192, 3
193, 3
194, 3
195, 3
196, 3
197, 3
198, 3
199, 3
200, 3
201, 3
202, 3
203, 3
204, 3
205, 3
206, 3
207, 3
208, 3
209, 3
210, 3
211, 3
212, 3
213, 3
214, 3
215, 3
216, 3
217, 3
218, 3
219, 3
220, 3
221, 3
222, 3
223, 3
224, 3
225, 3
226, 3
227, 3
228, 3
229, 3
230, 3
231, 3
232, 3
233, 3
234, 3
235, 3
236, 3
237, 3
238, 3
239, 3
240, 3
241, 3
242, 3
243, 3
244, 3
245, 3
246, 3
247, 3
248, 3
249, 3
250, 3
251, 3
252, 3
253, 3
254, 3
255, 3
256, 3
257, 3
258, 3
259, 3
260, 3
261, 3
262, 3
263, 3
264, 6
265, 6
266, 6
267, 6
268, 6
269, 6
270, 6
271, 6
272, 6
273, 6
274, 6
275, 6
276, 6
277, 6
278, 6
279, 6
280, 6
281, 6
282, 6
283, 6
284, 6
285, 6
286, 6
287, 6
288, 6
289, 6
290, 6
291, 6
292, 6
293, 6
294, 6
295, 6
296, 6
297, 6
298, 6
299, 6
300, 6
301, 6
302, 6
303, 6
304, 6
305, 6
306, 6
307, 6
308, 6
309, 6
310, 6
311, 6
312, 6
313, 6
314, 6
315, 6
316, 6
317, 6
318, 6
319, 6
320, 6
321, 6
322, 6
323, 6
324, 6
325, 6
326, 6
327, 6
328, 6
329, 6
330, 6
331, 6
332, 6
333, 6
334, 6
335, 6
336, 6
337, 6
338, 6
339, 6
340, 6
341, 6
342, 6
343, 6
344, 6
345, 6
346, 6
347, 6
348, 6
349, 6
350, 6
351, 6
352, 6
353, 6
354, 6
355, 6
356, 6
357, 6
358, 6
359, 6
360, 6
361, 6
362, 6
363, 6
364, 6
365, 6
366, 6
367, 6
368, 6
369, 6
370, 6
371, 6
372, 6
373, 6
374, 6
375, 6
376, 6
377, 6
378, 6
379, 6
380, 6
381, 6
382, 6
383, 6
384, 5
385, 5
386, 5
387, 5
388, 5
389, 5
390, 5
391, 5
392, 5
393, 5
394, 5
395, 5
396, 5
397, 5
398, 5
399, 5
400, 5
401, 5
402, 5
403, 5
404, 5
405, 5
406, 5
407, 5
408, 5
409, 5
410, 5
411, 5
412, 5
413, 5
414, 5
415, 5
416, 5
417, 5
418, 5
419, 5
420, 5
421, 5
422, 5
423, 5
424, 5
425, 5
426, 5
427, 5
428, 5
429, 5
430, 5
431, 5
432, 5
433, 5
434, 5
435, 5
436, 5
437, 5
438, 5
439, 5
440, 5
441, 5
442, 5
443, 5
444, 5
445, 5
446, 5
447, 5
448, 5
449, 5
450, 5
451, 5
452, 5
453, 5
454, 5
455, 5
456, 5
457, 5
458, 5
459, 5
460, 5
461, 5
462, 5
463, 5
464, 5
465, 5
466, 5
467, 5
468, 5
469, 5
470, 5
471, 5
472, 5
473, 5
474, 5
475, 5
476, 5
477, 5
478, 5
479, 5
480, 5
481, 5
482, 5
483, 5
484, 5
485, 5
486, 5
487, 5
488, 5
489, 5
490, 5
491, 5
492, 5
493, 5
494, 5
495, 5
496, 1
497, 1
498, 1
499, 1
500, 1
501, 1
502, 1
503, 1
504, 1
505, 1
506, 1
507, 1
508, 1
509, 1
510, 1
511, 1
512, 1
513, 1
514, 1
515, 1
516, 1
517, 1
518, 1
519, 1
520, 1
521, 1
522, 1
523, 1
524, 1
525, 1
526, 1
527, 1
528, 1
529, 1
530, 1
531, 1
532, 1
533, 1
534, 1
535, 1
536, 1
537, 1
538, 1
